open_time,open,high,low,close
2022-01-08 04:34:00+09:00,41709.5,41737.0,41709.5,41737.0
2022-01-08 04:35:00+09:00,41737.0,41751.0,41737.0,41751.0
2022-01-08 04:36:00+09:00,41751.0,41813.5,41751.0,41800.0
2022-01-08 04:37:00+09:00,41800.0,41811.0,41782.5,41792.5
2022-01-08 04:38:00+09:00,41792.5,41794.0,41779.5,41781.5
2022-01-08 04:39:00+09:00,41781.5,41810.5,41773.5,41779.5
2022-01-08 04:40:00+09:00,41779.5,41782.5,41778.0,41778.0
2022-01-08 04:41:00+09:00,41778.0,41778.0,41773.0,41773.0
2022-01-08 04:42:00+09:00,41773.0,41817.5,41772.5,41810.5
2022-01-08 04:43:00+09:00,41810.5,41810.5,41779.5,41779.5
2022-01-08 04:44:00+09:00,41779.5,41779.5,41776.5,41776.5
2022-01-08 04:45:00+09:00,41776.5,41776.5,41772.5,41772.5
2022-01-08 04:46:00+09:00,41772.5,41772.5,41753.5,41753.5
2022-01-08 04:47:00+09:00,41753.5,41753.5,41745.0,41745.5
2022-01-08 04:48:00+09:00,41745.5,41889.5,41745.0,41889.5
2022-01-08 04:49:00+09:00,41889.5,41889.5,41833.0,41834.0
2022-01-08 04:50:00+09:00,41834.0,41834.0,41818.5,41818.5
2022-01-08 04:51:00+09:00,41818.5,41819.0,41750.5,41754.0
2022-01-08 04:52:00+09:00,41754.0,41772.0,41724.5,41772.0
2022-01-08 04:53:00+09:00,41772.0,41788.5,41772.0,41787.0
2022-01-08 04:54:00+09:00,41787.0,41830.0,41787.0,41817.5
2022-01-08 04:55:00+09:00,41817.5,41825.5,41811.0,41817.5
2022-01-08 04:56:00+09:00,41817.5,41824.0,41787.5,41787.5
2022-01-08 04:57:00+09:00,41787.5,41791.0,41785.0,41787.0
2022-01-08 04:58:00+09:00,41787.0,41789.0,41783.0,41783.0
2022-01-08 04:59:00+09:00,41783.0,41784.0,41770.5,41770.5
2022-01-08 05:00:00+09:00,41770.5,41812.5,41770.5,41812.5
2022-01-08 05:01:00+09:00,41812.5,41869.0,41798.0,41869.0
2022-01-08 05:02:00+09:00,41869.0,41889.0,41841.0,41874.5
2022-01-08 05:03:00+09:00,41874.5,41904.5,41874.5,41904.5
2022-01-08 05:04:00+09:00,41904.5,41904.5,41873.0,41893.0
2022-01-08 05:05:00+09:00,41893.0,41893.0,41878.5,41891.5
2022-01-08 05:06:00+09:00,41891.5,41908.5,41854.5,41908.5
2022-01-08 05:07:00+09:00,41908.5,41935.5,41908.5,41929.0
2022-01-08 05:08:00+09:00,41929.0,41929.0,41911.0,41911.0
2022-01-08 05:09:00+09:00,41911.0,41911.0,41860.0,41862.0
2022-01-08 05:10:00+09:00,41862.0,41863.5,41846.5,41861.0
2022-01-08 05:11:00+09:00,41861.0,41861.0,41824.5,41824.5
2022-01-08 05:12:00+09:00,41824.5,41841.5,41801.5,41801.5
2022-01-08 05:13:00+09:00,41801.5,41801.5,41747.5,41747.5
2022-01-08 05:14:00+09:00,41747.5,41748.0,41715.0,41715.0
2022-01-08 05:15:00+09:00,41715.0,41722.5,41665.5,41673.0
2022-01-08 05:16:00+09:00,41673.0,41673.0,41664.0,41669.0
2022-01-08 05:17:00+09:00,41669.0,41669.0,41668.5,41668.5
2022-01-08 05:18:00+09:00,41668.5,41670.0,41668.5,41668.5
2022-01-08 05:19:00+09:00,41668.5,41674.5,41668.5,41673.5
2022-01-08 05:20:00+09:00,41673.5,41737.5,41671.5,41732.0
2022-01-08 05:21:00+09:00,41732.0,41732.0,41719.5,41719.5
2022-01-08 05:22:00+09:00,41719.5,41719.5,41687.0,41687.0
2022-01-08 05:23:00+09:00,41687.0,41687.0,41650.5,41650.5
2022-01-08 05:24:00+09:00,41650.5,41650.5,41623.5,41644.0
2022-01-08 05:25:00+09:00,41644.0,41644.0,41640.0,41640.5
2022-01-08 05:26:00+09:00,41640.5,41640.5,41610.0,41610.0
2022-01-08 05:27:00+09:00,41610.0,41663.5,41584.0,41663.5
2022-01-08 05:28:00+09:00,41663.5,41663.5,41609.0,41609.0
2022-01-08 05:29:00+09:00,41609.0,41649.5,41607.0,41649.5
2022-01-08 05:30:00+09:00,41649.5,41716.0,41646.0,41714.5
2022-01-08 05:31:00+09:00,41714.5,41750.5,41714.5,41750.5
2022-01-08 05:32:00+09:00,41750.5,41779.0,41750.5,41779.0
2022-01-08 05:33:00+09:00,41779.0,41779.0,41737.0,41737.5
2022-01-08 05:34:00+09:00,41737.5,41786.5,41737.0,41786.5
2022-01-08 05:35:00+09:00,41786.5,41787.0,41767.0,41785.0
2022-01-08 05:36:00+09:00,41785.0,41820.5,41785.0,41820.5
2022-01-08 05:37:00+09:00,41820.5,41872.5,41820.5,41872.0
2022-01-08 05:38:00+09:00,41872.0,41872.0,41856.0,41857.5
2022-01-08 05:39:00+09:00,41857.5,41866.0,41827.0,41836.5
2022-01-08 05:40:00+09:00,41836.5,41861.0,41836.5,41858.5
2022-01-08 05:41:00+09:00,41858.5,41858.5,41844.0,41844.0
2022-01-08 05:42:00+09:00,41844.0,41852.0,41817.0,41820.5
2022-01-08 05:43:00+09:00,41820.5,41825.5,41796.5,41798.5
2022-01-08 05:44:00+09:00,41798.5,41818.5,41795.0,41817.0
2022-01-08 05:45:00+09:00,41817.0,41859.0,41817.0,41847.5
2022-01-08 05:46:00+09:00,41847.5,41847.5,41802.5,41811.5
2022-01-08 05:47:00+09:00,41811.5,41880.5,41811.5,41853.5
2022-01-08 05:48:00+09:00,41853.5,41890.0,41853.5,41858.0
2022-01-08 05:49:00+09:00,41858.0,41892.0,41857.5,41881.0
2022-01-08 05:50:00+09:00,41881.0,41905.0,41881.0,41904.5
2022-01-08 05:51:00+09:00,41904.5,41988.0,41891.0,41964.5
2022-01-08 05:52:00+09:00,41964.5,42042.0,41961.5,42042.0
2022-01-08 05:53:00+09:00,42042.0,42042.0,41992.0,42001.5
2022-01-08 05:54:00+09:00,42001.5,42017.5,41952.5,41955.5
2022-01-08 05:55:00+09:00,41955.5,41978.0,41938.0,41939.5
2022-01-08 05:56:00+09:00,41939.5,41991.5,41939.5,41991.5
2022-01-08 05:57:00+09:00,41991.5,42005.0,41977.5,41991.0
2022-01-08 05:58:00+09:00,41991.0,41991.0,41976.0,41976.0
2022-01-08 05:59:00+09:00,41976.0,41976.0,41889.0,41891.5
2022-01-08 06:00:00+09:00,41891.5,41907.0,41891.5,41904.0
2022-01-08 06:01:00+09:00,41904.0,41913.5,41904.0,41913.5
2022-01-08 06:02:00+09:00,41913.5,41963.5,41913.5,41963.0
2022-01-08 06:03:00+09:00,41963.0,41975.5,41963.0,41964.5
2022-01-08 06:04:00+09:00,41964.5,41975.5,41963.5,41964.5
2022-01-08 06:05:00+09:00,41964.5,42017.5,41963.5,42010.5
2022-01-08 06:06:00+09:00,42010.5,42010.5,41989.5,41990.0
2022-01-08 06:07:00+09:00,41990.0,41990.0,41986.5,41990.0
2022-01-08 06:08:00+09:00,41990.0,41990.0,41983.5,41984.0
2022-01-08 06:09:00+09:00,41984.0,41984.5,41955.0,41956.0
2022-01-08 06:10:00+09:00,41956.0,41956.0,41916.5,41917.0
2022-01-08 06:11:00+09:00,41917.0,41931.0,41917.0,41923.0
2022-01-08 06:12:00+09:00,41923.0,41924.0,41919.5,41924.0
2022-01-08 06:13:00+09:00,41924.0,41925.0,41924.0,41924.0
2022-01-08 06:14:00+09:00,41924.0,41925.0,41870.0,41874.5
2022-01-08 06:15:00+09:00,41874.5,41875.5,41871.0,41873.0
2022-01-08 06:16:00+09:00,41873.0,41910.0,41873.0,41908.0
2022-01-08 06:17:00+09:00,41908.0,41908.0,41907.5,41908.0
2022-01-08 06:18:00+09:00,41908.0,41908.0,41900.5,41900.5
2022-01-08 06:19:00+09:00,41900.5,41900.5,41895.5,41895.5
2022-01-08 06:20:00+09:00,41895.5,41895.5,41875.0,41887.5
2022-01-08 06:21:00+09:00,41887.5,41900.0,41881.0,41887.0
2022-01-08 06:22:00+09:00,41887.0,41943.5,41887.0,41932.5
2022-01-08 06:23:00+09:00,41932.5,41939.5,41930.0,41938.5
2022-01-08 06:24:00+09:00,41938.5,41943.5,41938.5,41943.5
2022-01-08 06:25:00+09:00,41943.5,41951.5,41942.0,41942.0
2022-01-08 06:26:00+09:00,41942.0,41956.0,41941.5,41956.0
2022-01-08 06:27:00+09:00,41956.0,41956.5,41894.0,41894.0
2022-01-08 06:28:00+09:00,41894.0,41894.0,41889.5,41889.5
2022-01-08 06:29:00+09:00,41889.5,41889.5,41875.0,41875.0
2022-01-08 06:30:00+09:00,41875.0,41896.5,41874.5,41887.5
2022-01-08 06:31:00+09:00,41887.5,41905.5,41887.5,41905.5
2022-01-08 06:32:00+09:00,41905.5,41908.5,41905.5,41906.5
2022-01-08 06:33:00+09:00,41906.5,41907.5,41900.0,41900.0
2022-01-08 06:34:00+09:00,41900.0,41900.0,41847.0,41849.5
2022-01-08 06:35:00+09:00,41849.5,41849.5,41842.0,41844.0
2022-01-08 06:36:00+09:00,41844.0,41895.5,41844.0,41890.0
2022-01-08 06:37:00+09:00,41890.0,41945.0,41885.5,41945.0
2022-01-08 06:38:00+09:00,41945.0,41945.0,41938.0,41938.5
2022-01-08 06:39:00+09:00,41938.5,41941.0,41938.0,41941.0
2022-01-08 06:40:00+09:00,41941.0,41942.5,41941.0,41942.5
2022-01-08 06:41:00+09:00,41942.5,41942.5,41898.5,41898.5
2022-01-08 06:42:00+09:00,41898.5,41899.0,41866.0,41882.0
2022-01-08 06:43:00+09:00,41882.0,41885.0,41869.0,41870.0
2022-01-08 06:44:00+09:00,41870.0,41924.0,41870.0,41924.0
2022-01-08 06:45:00+09:00,41924.0,41924.0,41885.0,41898.5
2022-01-08 06:46:00+09:00,41898.5,41898.5,41881.5,41881.5
2022-01-08 06:47:00+09:00,41881.5,41885.5,41881.0,41885.5
2022-01-08 06:48:00+09:00,41885.5,41933.5,41882.0,41933.0
2022-01-08 06:49:00+09:00,41933.0,41941.5,41933.0,41941.0
2022-01-08 06:50:00+09:00,41941.0,41950.5,41937.0,41939.0
2022-01-08 06:51:00+09:00,41939.0,41940.0,41936.5,41936.5
2022-01-08 06:52:00+09:00,41936.5,41936.5,41914.5,41914.5
2022-01-08 06:53:00+09:00,41914.5,41914.5,41909.5,41909.5
2022-01-08 06:54:00+09:00,41909.5,41909.5,41891.0,41891.0
2022-01-08 06:55:00+09:00,41891.0,41891.0,41887.0,41887.0
2022-01-08 06:56:00+09:00,41887.0,41894.5,41886.5,41894.5
2022-01-08 06:57:00+09:00,41894.5,41932.0,41894.5,41920.5
2022-01-08 06:58:00+09:00,41920.5,41920.5,41899.0,41900.0
2022-01-08 06:59:00+09:00,41900.0,41900.0,41895.5,41895.5
2022-01-08 07:00:00+09:00,41895.5,41895.5,41844.0,41844.0
2022-01-08 07:01:00+09:00,41844.0,41847.0,41795.5,41823.5
2022-01-08 07:02:00+09:00,41823.5,41823.5,41775.5,41794.0
2022-01-08 07:03:00+09:00,41794.0,41812.5,41793.5,41801.5
2022-01-08 07:04:00+09:00,41801.5,41803.0,41785.0,41798.5
2022-01-08 07:05:00+09:00,41798.5,41808.5,41753.5,41783.0
2022-01-08 07:06:00+09:00,41783.0,41784.5,41766.0,41766.0
2022-01-08 07:07:00+09:00,41766.0,41766.0,41723.5,41735.5
2022-01-08 07:08:00+09:00,41735.5,41766.5,41735.5,41764.0
2022-01-08 07:09:00+09:00,41764.0,41795.5,41764.0,41795.0
2022-01-08 07:10:00+09:00,41795.0,41795.0,41771.0,41772.0
2022-01-08 07:11:00+09:00,41772.0,41784.0,41772.0,41784.0
2022-01-08 07:12:00+09:00,41784.0,41786.5,41784.0,41786.0
2022-01-08 07:13:00+09:00,41786.0,41786.5,41758.5,41758.5
2022-01-08 07:14:00+09:00,41758.5,41758.5,41744.5,41744.5
